Index, rightLegAngleSignal, leftLegAngleSignal, yPositionOfNoseSignal, xPositionOfRHipSignal, yPositionOfRHipSignal, xPositionOfLHipSignal, yPositionOfLHipSignal, pgram
357, 57.724355685422374,nan,nan,196.0,252.0,180.0,132.0,0.0012926447
358, 66.80140948635182,nan,nan,124.0,236.0,172.0,132.0,0.0011639668
359, nan,nan,nan,132.0,244.0,164.0,132.0,0.0012959281
360, 36.86989764584402,nan,nan,124.0,244.0,nan,nan,0.0012959281
361, nan,nan,nan,124.0,244.0,164.0,132.0,0.0007527358
362, nan,nan,nan,116.0,236.0,164.0,132.0,0.0007499089
363, 53.13010235415598,nan,nan,140.0,236.0,nan,nan,0.0012700412
364, nan,nan,nan,132.0,236.0,180.0,132.0,0.0012552838
365, 66.80140948635182,nan,nan,188.0,332.0,180.0,140.0,0.0011918431
366, 86.24827092947402,18.43494882292201,nan,148.0,236.0,212.0,156.0,0.00013065188
367, nan,nan,nan,188.0,324.0,204.0,148.0
368, 69.71744091108339,nan,156.0,188.0,324.0,188.0,324.0
369, 71.56505117707799,nan,156.0,188.0,324.0,188.0,340.0
370, nan,nan,nan,156.0,236.0,220.0,164.0
371, nan,nan,nan,156.0,236.0,220.0,164.0
372, 36.15818543980832,0.0,nan,188.0,324.0,236.0,172.0
373, 45.0,nan,nan,156.0,236.0,228.0,172.0
374, 45.0,nan,nan,164.0,236.0,228.0,172.0
375, 73.07248693585295,nan,180.0,164.0,236.0,252.0,180.0
376, 45.0,nan,nan,164.0,236.0,244.0,164.0
377, 54.46232220802562,54.46232220802562,nan,188.0,324.0,236.0,164.0
378, nan,nan,nan,164.0,228.0,244.0,156.0
379, nan,nan,nan,252.0,140.0,nan,nan
380, nan,nan,nan,252.0,132.0,nan,nan
381, nan,nan,nan,252.0,132.0,nan,nan
382, 63.43494882292201,nan,nan,188.0,324.0,252.0,124.0
383, 83.6598082540901,nan,nan,260.0,100.0,nan,nan
384, 26.565051177077994,nan,nan,180.0,332.0,nan,nan
385, nan,nan,nan,180.0,332.0,244.0,92.0
386, nan,nan,nan,nan,nan,nan,nan
387, nan,nan,nan,188.0,324.0,nan,nan
388, nan,nan,nan,188.0,324.0,228.0,60.0
389, nan,45.0,nan,180.0,228.0,244.0,60.0
390, nan,nan,nan,188.0,324.0,220.0,44.0
391, 23.385221057213755,45.0,52.0,164.0,180.0,236.0,52.0
392, nan,nan,nan,188.0,324.0,nan,nan
393, nan,nan,nan,164.0,172.0,228.0,52.0
394, nan,nan,nan,164.0,172.0,228.0,52.0
395, 81.86989764584403,nan,nan,180.0,324.0,204.0,44.0
396, 27.108122870801772,45.0,nan,164.0,172.0,228.0,52.0
397, 27.512002623851455,45.0,nan,164.0,172.0,228.0,52.0
398, nan,nan,nan,180.0,332.0,nan,nan
399, nan,nan,nan,228.0,52.0,nan,nan
400, nan,nan,nan,nan,nan,nan,nan
401, nan,nan,nan,188.0,260.0,220.0,52.0
402, 66.80140948635182,nan,nan,188.0,324.0,228.0,60.0
403, nan,nan,nan,220.0,60.0,nan,nan
404, nan,nan,nan,188.0,324.0,nan,nan
405, nan,nan,nan,172.0,220.0,244.0,84.0
406, nan,nan,nan,180.0,332.0,nan,nan
407, nan,nan,nan,180.0,324.0,228.0,92.0
408, 45.78482460299189,nan,nan,164.0,220.0,252.0,116.0
409, 43.99491399474583,nan,116.0,172.0,228.0,252.0,116.0
410, 43.21008939175393,nan,nan,172.0,228.0,252.0,124.0
411, nan,nan,nan,188.0,332.0,228.0,124.0
412, nan,nan,nan,188.0,332.0,236.0,132.0
413, 81.15818543980834,18.43494882292201,nan,164.0,236.0,252.0,156.0
414, 69.30454926593673,nan,156.0,188.0,332.0,188.0,340.0
415, nan,nan,nan,156.0,236.0,228.0,156.0
416, 76.7594800848128,45.0,nan,148.0,236.0,244.0,164.0
417, 76.7594800848128,nan,164.0,148.0,236.0,236.0,164.0
418, 85.30131948270056,nan,nan,148.0,236.0,228.0,164.0
419, 62.59242456218159,63.43494882292201,156.0,188.0,332.0,188.0,340.0
420, nan,nan,nan,140.0,236.0,220.0,164.0
421, 85.8150838748816,26.565051177077994,nan,132.0,244.0,220.0,156.0
422, nan,nan,nan,132.0,244.0,204.0,156.0
423, 56.309932474020215,nan,nan,188.0,332.0,180.0,140.0
424, nan,nan,nan,188.0,332.0,172.0,140.0
425, nan,nan,nan,188.0,332.0,172.0,140.0
426, nan,nan,nan,188.0,332.0,172.0,140.0
427, nan,nan,nan,116.0,236.0,196.0,148.0
428, nan,nan,nan,124.0,236.0,196.0,148.0
429, nan,nan,nan,188.0,332.0,180.0,140.0
430, nan,18.43494882292201,nan,116.0,228.0,204.0,156.0
431, nan,nan,nan,132.0,236.0,204.0,164.0
432, nan,nan,nan,132.0,244.0,204.0,164.0
433, nan,nan,nan,140.0,236.0,212.0,164.0
434, 66.1247191460725,nan,164.0,188.0,332.0,188.0,340.0
435, 36.02737338510361,nan,nan,188.0,332.0,220.0,164.0
436, 43.15238973400541,nan,nan,188.0,332.0,228.0,172.0
437, 56.309932474020215,nan,nan,148.0,244.0,220.0,172.0
438, nan,nan,nan,148.0,244.0,220.0,172.0
439, 45.0,nan,nan,148.0,244.0,220.0,172.0
440, 50.19442890773481,nan,nan,180.0,332.0,236.0,180.0
441, 40.0302592718897,78.50343698241423,nan,180.0,236.0,156.0,236.0
442, 80.13419305691563,nan,nan,156.0,228.0,244.0,180.0
443, 45.0,nan,nan,156.0,228.0,236.0,156.0
444, nan,nan,nan,180.0,332.0,236.0,148.0
445, 64.4400348281762,nan,nan,164.0,228.0,252.0,148.0
446, 32.9052429229879,nan,nan,172.0,228.0,244.0,148.0
447, nan,nan,nan,252.0,132.0,nan,nan
448, nan,45.0,nan,164.0,220.0,252.0,124.0
449, 40.81508387488159,nan,116.0,164.0,220.0,252.0,116.0
450, 58.13402230639632,nan,108.0,180.0,348.0,188.0,332.0
451, 71.56505117707799,nan,nan,180.0,332.0,228.0,100.0
452, nan,nan,nan,180.0,332.0,228.0,92.0
453, nan,nan,nan,180.0,332.0,228.0,84.0
454, nan,nan,nan,180.0,348.0,220.0,76.0
455, 75.96375653207353,nan,nan,180.0,348.0,220.0,76.0
456, 32.9052429229879,nan,nan,172.0,228.0,236.0,76.0
457, 83.6598082540901,nan,nan,228.0,60.0,nan,nan
458, 22.380135051959574,nan,nan,164.0,180.0,228.0,68.0
459, 23.82426058289542,0.0,nan,164.0,188.0,228.0,60.0
460, 26.896236965493372,nan,nan,164.0,196.0,220.0,60.0
461, 24.775140568831922,nan,nan,164.0,188.0,220.0,60.0
462, 24.775140568831922,nan,68.0,164.0,188.0,220.0,68.0
463, 31.9543629370514,81.86989764584403,60.0,180.0,332.0,180.0,332.0
464, 0.0,nan,nan,220.0,60.0,nan,nan
465, 30.30268072048809,nan,68.0,156.0,188.0,220.0,68.0
466, 28.14160123226172,nan,nan,156.0,180.0,220.0,68.0
467, 28.14160123226172,45.0,nan,156.0,180.0,228.0,68.0
468, 21.595310448967684,nan,nan,164.0,172.0,228.0,68.0
469, 66.80140948635182,nan,nan,180.0,348.0,212.0,68.0
470, nan,nan,nan,180.0,348.0,220.0,76.0
471, nan,nan,nan,nan,nan,nan,nan
472, nan,nan,nan,180.0,348.0,nan,nan
473, 56.88865803962797,nan,nan,196.0,268.0,236.0,100.0
474, 38.08877288097531,nan,nan,164.0,228.0,228.0,124.0
475, 43.21008939175393,nan,nan,164.0,228.0,244.0,124.0
476, nan,nan,nan,180.0,340.0,nan,nan
477, nan,nan,nan,244.0,148.0,nan,nan
478, nan,nan,nan,244.0,148.0,nan,nan
479, nan,nan,nan,156.0,236.0,228.0,148.0
480, 84.55966796899449,nan,nan,180.0,332.0,180.0,340.0
481, 89.15747573925958,nan,nan,148.0,244.0,236.0,172.0
482, 62.59242456218159,54.46232220802562,164.0,180.0,332.0,180.0,340.0
483, 63.92464441605123,nan,164.0,180.0,332.0,180.0,340.0
484, 85.73210669970919,nan,nan,140.0,244.0,220.0,172.0
485, 85.73210669970919,nan,nan,140.0,244.0,220.0,172.0
486, 66.1247191460725,nan,156.0,180.0,332.0,180.0,340.0
487, 87.58049078334368,nan,nan,132.0,244.0,204.0,164.0
488, 87.06432655357884,nan,nan,132.0,244.0,196.0,156.0
489, 88.06941255883301,nan,nan,124.0,244.0,188.0,156.0
490, 87.06432655357884,0.0,nan,132.0,244.0,196.0,148.0
491, 40.60129464500447,nan,nan,180.0,332.0,188.0,140.0
492, nan,nan,nan,124.0,244.0,164.0,140.0
493, nan,nan,nan,124.0,252.0,164.0,140.0
494, nan,nan,nan,164.0,140.0,140.0,164.0
495, 48.179830119864235,nan,nan,180.0,332.0,180.0,140.0
496, nan,nan,nan,124.0,252.0,164.0,140.0
497, 84.8055710922652,nan,nan,124.0,252.0,188.0,156.0
498, nan,45.0,nan,124.0,244.0,196.0,156.0
499, 88.06941255883301,45.0,nan,124.0,244.0,204.0,156.0
500, 71.56505117707799,63.43494882292201,156.0,180.0,332.0,180.0,340.0
501, 66.1247191460725,nan,164.0,180.0,332.0,180.0,340.0
502, 82.87498365109822,nan,nan,148.0,244.0,220.0,180.0
503, 82.87498365109822,nan,nan,148.0,244.0,220.0,180.0
504, 54.46232220802562,nan,nan,148.0,244.0,212.0,180.0
505, 82.87498365109822,45.0,nan,148.0,244.0,236.0,180.0
506, 11.309932474020215,nan,nan,156.0,236.0,212.0,180.0
507, 33.69006752597979,nan,nan,180.0,332.0,244.0,172.0
508, 49.398705354995535,nan,nan,180.0,332.0,244.0,172.0
509, 9.462322208025617,nan,nan,156.0,236.0,236.0,164.0
510, 81.02737338510362,-0.0,nan,188.0,332.0,188.0,340.0
511, 32.6609127216738,nan,nan,180.0,332.0,244.0,156.0
512, 43.15238973400541,nan,nan,180.0,332.0,244.0,156.0
513, 34.69515353123397,nan,nan,180.0,332.0,252.0,140.0
514, nan,nan,nan,164.0,220.0,244.0,140.0
515, nan,nan,nan,156.0,220.0,244.0,124.0
516, 38.08877288097532,nan,nan,180.0,332.0,244.0,132.0
517, 38.08877288097531,nan,nan,164.0,228.0,252.0,116.0
518, 33.690067525979785,nan,nan,164.0,220.0,252.0,116.0
519, 33.690067525979785,45.0,108.0,164.0,220.0,252.0,108.0
520, 47.72631099390627,0.0,nan,164.0,220.0,252.0,92.0
521, 28.926425835253614,26.565051177077994,nan,172.0,228.0,252.0,92.0
522, 28.926425835253614,0.0,nan,172.0,228.0,244.0,92.0
523, nan,nan,nan,180.0,348.0,212.0,84.0
524, 83.6598082540901,nan,nan,180.0,348.0,212.0,76.0
525, 27.512002623851455,71.56505117707799,nan,172.0,212.0,236.0,68.0
526, 28.072486935852957,51.34019174590991,60.0,180.0,332.0,180.0,332.0
527, 18.86899945506142,0.0,nan,172.0,188.0,228.0,60.0
528, nan,0.0,nan,172.0,196.0,228.0,60.0
529, nan,nan,nan,180.0,332.0,204.0,60.0
530, nan,nan,nan,180.0,332.0,204.0,60.0
531, 38.659808254090095,nan,nan,188.0,260.0,212.0,60.0
532, nan,45.0,nan,180.0,260.0,220.0,68.0
533, 24.775140568831922,45.0,68.0,172.0,212.0,220.0,68.0
534, nan,nan,nan,196.0,68.0,nan,nan
535, 90.0,nan,nan,180.0,332.0,204.0,68.0
536, 45.0,nan,nan,180.0,348.0,212.0,68.0
537, nan,nan,nan,180.0,348.0,212.0,68.0
538, 66.80140948635182,nan,nan,180.0,348.0,212.0,76.0
539, 30.96375653207352,nan,nan,180.0,348.0,212.0,76.0
540, nan,nan,nan,244.0,76.0,nan,nan
541, 66.80140948635182,nan,nan,180.0,332.0,220.0,84.0
542, nan,nan,nan,180.0,348.0,228.0,92.0
543, 43.21008939175393,nan,nan,164.0,228.0,244.0,108.0
544, 38.08877288097531,nan,nan,164.0,228.0,244.0,108.0
545, 38.08877288097531,nan,nan,164.0,228.0,244.0,124.0
546, 38.08877288097531,nan,nan,164.0,228.0,244.0,132.0
547, 69.62356478616361,nan,132.0,180.0,348.0,180.0,332.0
548, 45.0,nan,nan,180.0,332.0,244.0,140.0
549, 52.1250163489018,nan,nan,244.0,148.0,228.0,204.0
550, 84.55966796899449,nan,156.0,180.0,332.0,180.0,332.0
551, 68.62937773065681,nan,nan,156.0,236.0,244.0,164.0
552, 29.197486046064476,75.34324888423959,172.0,188.0,260.0,188.0,252.0
553, 46.68468431789629,26.565051177077994,nan,180.0,332.0,236.0,164.0
554, 58.86102756302116,nan,172.0,180.0,332.0,180.0,340.0
555, 65.77225468204584,nan,172.0,180.0,332.0,180.0,340.0
556, 43.15238973400541,nan,nan,180.0,332.0,228.0,172.0
557, 76.26373169437744,nan,172.0,180.0,332.0,180.0,340.0
558, 87.82525588538995,nan,nan,140.0,244.0,220.0,180.0
559, 84.8055710922652,45.0,nan,132.0,252.0,220.0,172.0
560, nan,72.34987578006988,172.0,188.0,220.0,188.0,260.0
561, 81.67434966957316,nan,nan,156.0,252.0,196.0,164.0
562, 17.622297228668273,nan,nan,188.0,260.0,196.0,164.0
563, 89.37040139158974,nan,nan,116.0,252.0,196.0,164.0
564, 84.8055710922652,nan,nan,116.0,252.0,188.0,164.0
565, 89.48383577023516,nan,nan,108.0,244.0,188.0,164.0
566, 89.48383577023516,nan,nan,108.0,244.0,188.0,164.0
567, nan,nan,nan,116.0,252.0,164.0,148.0
568, 68.19859051364818,nan,156.0,180.0,332.0,180.0,340.0
569, 68.07041224982464,66.80140948635182,156.0,180.0,332.0,180.0,340.0
570, 88.58557678859785,nan,nan,124.0,252.0,196.0,172.0
571, 88.06941255883301,nan,nan,124.0,244.0,204.0,180.0
572, 85.8150838748816,nan,180.0,132.0,252.0,212.0,180.0
573, 28.412661443072587,nan,188.0,188.0,268.0,212.0,188.0
