pgram, linear-interpolation
26467.557,64.4400348281762
908.75995,89.21517539700811
316.7498,25.253163394573882
-659.56305,69.14554196042165
400.98346,44.39968300923748
425.82294,19.653824058053303
-53.16716,83.6598082540901
453.3531,18.43494882292201
-1918.2103,49.398705354995535
-998.33435,52.68967768258454
562.35315,55.98065001017354
-281.63937,89.21517539700811
-186.32448,3.9646547228561246
414.38367,2.6431031485707486
-445.1173,1.3215515742853743
986.45703,0.0
-131.37483,45.0
124.76441,90.0
34.70584,19.653824058053303
493.0558,85.36453657309735
-1281.4921,81.86989764584403
84.46028,50.9468630539735
-279.94897,67.61986494804043
20.182144,39.28940686250036
387.6601,25.559965171823812
10.221878,81.86989764584403
886.8729,63.434948822922024
60.185772,45.00000000000001
3.1985664,26.56505117707799
175.68672,26.565051177077994
-1420.179,26.565051177077994
63.17028,26.565051177077994
-172.86469,83.6598082540901
-268.33136,63.43494882292201
-496.8034,25.253163394573882
416.5601,55.918287601401275
-118.12429,86.58341180822866
560.8987,86.58341180822866
-460.55396,86.58341180822866
717.5256,86.58341180822866
-270.14392,82.59563798833797
-358.89215,78.60786416844728
277.1766,84.30393208422365
333.10938,90.0
323.41724,76.71747441146101
18.347017,63.43494882292202
91.11255,90.0
851.66943,32.47119229084849
-267.1895,32.71020370371947
-275.04956,32.94921511659045
404.1075,58.240519915187214
672.1121,39.28940686250036
752.0981,83.6598082540901
190.5661,83.6598082540901
-791.2058,6.818214571651865
-42.534515,3.4091072858259346
-295.69992,0.0
512.46106,83.6598082540901
211.68735,39.28940686250036
519.47266,30.96375653207352
280.85123,85.60129464500447
658.06024,66.03751102542182
1.1274872,25.66519146217359
419.79013,25.66519146217359
283.82812,41.82016988013577
-226.69864,54.46232220802562
-365.02423,39.5596679689945
169.2561,42.347399261120785
176.63416,45.13513055324707
286.0295,47.92286184537336
-112.10416,50.71059313749964
138.02286,46.5033197186582
-462.94012,42.29604629981676
-216.12,38.08877288097531
-315.1281,42.298104319875144
-247.05328,46.507435758774974
-23.394684,38.659808254090095
107.348206,47.659808254090095
-38.25656,56.659808254090095
432.00665,65.6598082540901
26.01207,74.6598082540901
-427.58887,83.6598082540901
203.51791,83.6598082540901
190.04898,29.228051943145132
-39.504074,36.59876521073339
-340.0667,43.969478478321655
-640.37225,51.34019174590991
431.236,67.5
164.94179,83.6598082540901
-419.8908,76.13180086523059
362.29565,68.60379347637107
-445.33328,61.07578608751156
260.48157,53.54777869865205
-28.711357,46.01977130979254
28.513641,38.491763920933025
173.77132,30.963756532073518
237.51007,80.7273982227997
267.35846,47.72631099390627
383.3023,69.14554196042165
52.27614,90.0
207.59846,85.60129464500447
183.88127,42.87890360333855
-156.82799,38.48019824834302
174.62183,32.471192290848485
-179.07257,80.75388725443676
-385.44952,74.74488129694222
-393.45422,42.87890360333855
108.70104,72.89727103094764
228.40662,36.1932073055647
170.06714,69.71744091108339
-46.419746,83.8844964337146
-79.09599,63.92464441605123
319.4046,60.77053701337603
-15.040604,57.61642961070082
-103.72444,54.46232220802562
-349.06555,54.46232220802562
188.04648,49.00447243234218
-126.2428,43.546622656658755
181.07361,38.08877288097532
67.4767,53.13010235415598
-358.00342,43.667780146130355
-268.53247,56.309932474020215
-292.73053,52.20492631426209
211.84183,48.099920154503955
-23.527603,43.99491399474583
10.18306,4.763641690726175
132.23749,25.786979186456634
205.46217,46.810316682187086
-71.83203,67.83365417791754
-57.81346,59.03624346792648
91.81959,50.9061411137705
-217.12492,26.565051177077994
-14.675003,28.940056626711925
39.714905,31.315062076345853
116.64653,33.690067525979785
101.10191,32.9052429229879
-59.86908,34.34388425576345
-97.36482,35.782525588539
-80.361755,37.22116692131455
-168.46109,38.659808254090095
4.573059,60.264852949967064
-362.1217,81.86989764584403
111.43692,81.86989764584403
410.03143,71.56505117707799
403.31525,54.217474411461005
432.3319,36.86989764584402
43.82322,35.83765295427829
0.7638626,47.12109639666146
-455.55676,30.96375653207352
-75.0409,30.96375653207352
-37.834045,32.57405713457251
-296.52643,49.76364169072618
129.10077,49.64199624548263
95.586754,49.520350800239086
283.02148,49.398705354995535
-65.89711,57.52880770915151
262.14993,0.0
217.9056,49.76364169072618
269.02826,45.0
231.8619,45.0
117.78718,44.10504469587697
-71.69731,43.21008939175393
126.06665,34.887570284415965
146.5935,26.565051177077994
-304.89526,36.86989764584402
10.806671,31.717474411461005
-7.978302,26.565051177077994
-159.68591,29.054604099077146
122.42594,28.325949983860433
-3.4336243,27.59729586864372
-159.70076,23.962488974578186
-129.53003,11.981244487289093
-438.86194,0.0
-511.18466,40.60129464500447
-278.85623,42.800647322502236
-24.770844,45.0
106.40352,45.0
139.41997,36.86989764584402
79.08664,27.652423234383015
-26.3656,18.43494882292201
33.485626,23.198590513648185
-74.66034,8.130102354155978
197.69104,63.43494882292202
108.36584,26.565051177077997
-143.65782,25.98638464301323
183.46667,25.407718108948472
373.54733,35.203859054474236
474.95963,45.0
-3.818901,34.57875610187419
166.53345,24.157512203748382
40.960175,13.736268305622573
-68.401085,0.0
57.66649,45.0
-408.72372,66.41262794269497
-312.74078,87.82525588538995
-78.65216,87.82525588538995
-106.110756,26.56505117707799
69.00867,87.82525588538995
-49.29648,78.69006752597979
-447.68585,71.56505117707799
-184.51572,48.731396999160445
-549.82495,33.690067525979785
178.47565,44.25848977750322
-241.18939,54.82691202902666
-109.78009,65.39533428055009
353.72064,75.96375653207353
275.64822,30.963756532073518
123.81409,30.96375653207352
-175.36743,48.88258300921267
-283.81055,66.80140948635182
-163.69965,66.80140948635182
11.116209,65.67925593187522
-66.54112,64.55710237739862
101.05492,63.43494882292202
172.83025,18.43494882292201
101.26117,49.73116110401281
-160.11456,81.02737338510362
-203.09534,73.1202063775766
-283.66345,65.21303937004957
-19.648895,57.30587236252256
-179.25769,49.398705354995535
-178.40073,56.309932474020215
85.56377,56.309932474020215
-64.43075,45.0
338.8106,39.375
102.70768,33.75
58.47705,28.125
-180.28764,22.5
62.67564,16.875
-90.2451,11.25
-188.34753,5.625
274.80634,0.0
-36.170105,0.7848246029918882
169.91798,84.28940686250036
194.86957,45.0
273.5448,59.03624346792648
27.436768,56.77219511083355
27.502502,54.50814675374062
-258.85022,52.244098396647686
192.62686,49.980050039554754
49.783188,47.71600168246182
247.71695,45.45195332536889
208.51831,43.18790496827596
84.95998,40.92385661118303
251.15074,38.659808254090095
120.78784,38.659808254090095
-103.92514,40.65325569399089
-154.974,42.64670313389169
-43.220337,50.97596648343715
-21.704819,59.30522983298261
250.28108,67.63449318252808
216.13715,75.96375653207353
-71.31801,63.30313044339461
-153.14728,50.64250435471568
-5.428711,37.981878266036766
-127.894104,25.32125217735784
-224.45508,12.660626088678917
-127.894104,0.0
-5.428711,0.5161642297648366
-153.14728,32.9052429229879
-71.31801,43.01767263857194
216.13715,53.13010235415598
250.28108,52.19725310436587
-21.704819,51.264403854575754
-43.220337,50.33155460478564
-154.974,49.39870535499553
-103.92514,85.42607874009914
120.78784,77.66091272167381
251.15074,85.42607874009914
84.95998,71.9507191600661
208.51831,58.47535958003304
247.71695,45.0
49.783188,65.34410125591839
192.62686,54.46232220802562
-258.85022,81.86989764584403
27.502502,53.13010235415598
27.436768,62.59242456218159
273.5448,68.38522105721376
194.86957,86.63353933657021
169.91798,86.17654727549396
-36.170105,85.71955521441771
274.80634,85.26256315334145
-188.34753,84.8055710922652
-90.2451,84.8055710922652
62.67564,51.49934627965457
-180.28764,37.874983651098205
58.47705,41.82016988013577
102.70768,47.72631099390627
338.8106,57.89374404488215
-64.43075,57.89374404488215
85.56377,44.428750288477836
-178.40073,30.96375653207352
-179.25769,66.80140948635182
-19.648895,56.59929525682409
-283.66345,46.39718102729638
-203.09534,66.1247191460725
-160.11456,73.94001269283936
101.26117,76.7594800848128
172.83025,70.1182172905433
101.05492,63.476954496273805
-66.54112,56.835691702004304
11.116209,50.19442890773481
-163.69965,63.43494882292201
-283.81055,32.6805547433634
-175.36743,77.9052429229879
123.81409,64.4400348281762
