time, pgram
450.0,20816.829915
451.0,22157.023436666666
452.0,19878.288899166666
453.0,18521.425944166665
454.0,16185.001464166666
455.0,14289.548502166666
456.0,12915.756022166666
457.0,11546.192708833332
458.0,11862.127604666668
459.0,11190.807617333334
460.0,10816.655273833332
461.0,10787.062012166667
462.0,9746.773925833333
463.0,8231.1716715
464.0,7162.852010166668
465.0,12640.090290833332
466.0,19117.419067666666
467.0,26639.558391333336
468.0,35144.11389266667
469.0,43882.70328866667
470.0,52260.47526166667
471.0,48269.007163333335
472.0,44882.52213666667
473.0,39738.333985
474.0,33899.31152333333
475.0,28220.684244999997
476.0,22559.192056666667
477.0,23219.929686666666
478.0,20137.801756833334
479.0,17920.448241833332
480.0,15716.302572
481.0,13483.481119999999
482.0,11512.976074833334
483.0,9255.496908333333
484.0,18516.012208166667
485.0,26561.95100983333
486.0,36818.45638133333
487.0,50907.20524166666
488.0,65949.2311185
489.0,81885.06509666667
490.0,80106.98697166667
491.0,85627.24869000001
492.0,91151.78384166666
493.0,104927.641915
494.0,116372.18228166667
495.0,131011.93879833333
496.0,153422.2526
497.0,164877.38541666666
498.0,184820.3724
499.0,202967.50261666664
500.0,222398.11199999996
501.0,233154.4114833333
502.0,244478.1458666666
503.0,258767.84898333333
504.0,248138.57554999998
505.0,201162.9607955
506.0,154161.34311133335
507.0,111899.06710616668
508.0,69854.09436016667
509.0,29459.370568833332
510.0,3537.8149006666667
511.0,3701.9057210000005
512.0,3877.3769125
513.0,4094.6759441666673
514.0,4245.399984000001
515.0,4434.314372
516.0,4600.592204
517.0,4792.094726833333
518.0,4989.8002118333325
519.0,5190.462239833333
520.0,5345.263102333333
521.0,5457.416992333333
522.0,5543.760661
523.0,5552.049642166668
524.0,5476.267822499999
525.0,5289.8710125
526.0,5159.3540041666665
527.0,4948.944092
528.0,4778.4266765
529.0,4670.839843833333
530.0,4572.159505333333
531.0,4565.5668946666665
532.0,4480.916666666667
533.0,4478.894449833333
534.0,4416.539225333333
535.0,4338.590576166666
536.0,4325.292154833333
537.0,4295.2469075
538.0,4334.591471333333
539.0,4383.991617833333
540.0,4463.784016833334
541.0,4508.546874999999
542.0,4523.6757
543.0,4530.408203166667
544.0,4535.760416666666
545.0,4526.1117349999995
546.0,4492.644531333332
547.0,4467.7342936666655
548.0,4425.1129556666665
549.0,4359.009277333334
550.0,4227.1065266666665
551.0,4064.0393473333334
552.0,3915.819458
553.0,3758.2148030000003
554.0,3591.017618833333
555.0,3450.853515666666
556.0,3352.8632000000002
557.0,3253.2631429999997
558.0,3132.6196696666666
559.0,3018.0765381666665
560.0,2979.2994791666665
561.0,2996.2229816666672
562.0,3016.616088833334
563.0,3056.4631754999996
564.0,
565.0,
566.0,
567.0,
568.0,
569.0,
570.0,
