pgram, linear-interpolation
2440876.5,64.4400348281762
2877.5076,89.21517539700811
349.58344,25.253163394573882
1515.761,69.14554196042165
560.236,44.39968300923748
631.79504,19.653824058053303
9.849293,83.6598082540901
716.1291,18.43494882292201
12820.665,49.398705354995535
3472.723,52.68967768258454
1101.8853,55.98065001017354
276.37888,89.21517539700811
120.96451,3.9646547228561246
598.3061,2.6431031485707486
690.34656,1.3215515742853743
3390.5835,0.0
60.137093,45.0
54.237484,90.0
4.196848,19.653824058053303
847.05225,85.36453657309735
5722.0283,81.86989764584403
24.855536,50.9468630539735
273.0712,67.61986494804043
1.4192299,39.28940686250036
523.6249,25.559965171823812
0.3640655,81.86989764584403
2740.5703,63.434948822922024
12.621348,45.00000000000001
0.035647485,26.56505117707799
107.546425,26.565051177077994
7027.555,26.565051177077994
13.904127,26.565051177077994
104.119156,83.6598082540901
250.87708,63.43494882292201
859.9778,25.253163394573882
604.6074,55.918287601401275
48.617935,86.58341180822866
1096.1927,86.58341180822866
739.0591,86.58341180822866
1793.8778,86.58341180822866
254.27782,82.59563798833797
448.79297,78.60786416844728
267.68942,84.30393208422365
386.62668,90.0
364.45544,76.71747441146101
1.1728679,63.43494882292202
28.925074,90.0
2527.3198,32.47119229084849
248.74646,32.71020370371947
263.5967,32.94921511659045
568.99963,58.240519915187214
1573.9885,39.28940686250036
1970.9111,83.6598082540901
126.53463,83.6598082540901
2181.2078,6.818214571651865
6.3037806,3.4091072858259346
304.6636,0.0
915.03955,83.6598082540901
156.13776,39.28940686250036
940.25037,30.96375653207352
274.83417,85.60129464500447
1508.8616,66.03751102542182
0.0044293636,25.66519146217359
614.0201,25.66519146217359
280.6913,41.82016988013577
179.06717,54.46232220802562
464.26025,39.5596679689945
99.81752,42.347399261120785
108.709496,45.13513055324707
285.06232,47.92286184537336
43.788654,50.71059313749964
66.37738,46.5033197186582
746.7372,42.29604629981676
162.74512,38.08877288097531
346.01303,42.298104319875144
212.66664,46.507435758774974
1.9070077,38.659808254090095
40.152046,47.659808254090095
5.0995274,56.659808254090095
650.27783,65.6598082540901
2.3575883,74.6598082540901
637.04614,83.6598082540901
144.31897,83.6598082540901
125.84883,29.228051943145132
5.437534,36.59876521073339
402.9455,43.969478478321655
1428.8385,51.34019174590991
647.9598,67.5
94.7937,83.6598082540901
614.3147,76.13180086523059
457.34543,68.60379347637107
691.0166,61.07578608751156
236.4134,53.54777869865205
2.872272,46.01977130979254
2.8328495,38.491763920933025
105.21418,30.963756532073518
196.55412,80.7273982227997
249.06114,47.72631099390627
511.91867,69.14554196042165
9.521934,90.0
150.1642,85.60129464500447
117.812965,42.87890360333855
85.69694,38.48019824834302
106.24663,32.471192290848485
111.73166,80.75388725443676
517.67017,74.74488129694222
539.3945,42.87890360333855
41.170444,72.89727103094764
181.77556,36.1932073055647
100.77641,69.71744091108339
7.5079885,83.8844964337146
21.798527,63.92464441605123
355.468,60.77053701337603
0.78822213,57.61642961070082
37.486973,54.46232220802562
424.55316,54.46232220802562
123.210724,49.00447243234218
55.530468,43.546622656658755
114.24269,38.08877288097532
15.864477,53.13010235415598
446.573,43.667780146130355
251.25327,56.309932474020215
298.5755,52.20492631426209
156.36572,48.099920154503955
1.9287391,43.99491399474583
0.36130562,4.763641690726175
60.92945,25.786979186456634
147.08957,46.810316682187086
17.97854,67.83365417791754
11.64598,59.03624346792648
29.375738,50.9061411137705
164.26215,26.565051177077994
0.75036836,28.940056626711925
5.495728,31.315062076345853
47.409107,33.690067525979785
35.61532,32.9052429229879
12.488873,34.34388425576345
33.03104,35.782525588539
22.501785,37.22116692131455
98.88201,38.659808254090095
0.07286715,60.264852949967064
456.90637,81.86989764584403
43.26895,81.86989764584403
585.80414,71.56505117707799
566.7707,54.217474411461005
651.2574,36.86989764584402
6.691549,35.83765295427829
0.0020330525,47.12109639666146
723.108,30.96375653207352
19.620687,30.96375653207352
4.9875083,32.57405713457251
306.3691,49.76364169072618
58.0732,49.64199624548263
31.835634,49.520350800239086
279.0981,49.398705354995535
15.130416,57.52880770915151
239.45152,0.0
165.44548,49.76364169072618
252.1819,45.0
187.31686,45.0
48.34083,44.10504469587697
17.911165,43.21008939175393
55.37561,34.887570284415965
74.87686,26.565051177077994
323.9063,36.86989764584402
0.40691337,31.717474411461005
0.22178851,26.565051177077994
88.84876,29.054604099077146
52.22338,28.325949983860433
0.04107936,27.59729586864372
88.86528,23.962488974578186
58.460033,11.981244487289093
671.0795,0.0
910.487,40.60129464500447
270.94354,42.800647322502236
2.1379604,45.0
39.448463,45.0
67.72797,36.86989764584402
21.793371,27.652423234383015
2.422108,18.43494882292201
3.9069238,23.198590513648185
19.422184,8.130102354155978
136.17334,63.43494882292202
40.916916,26.565051177077997
71.90791,25.98638464301323
117.2823,25.407718108948472
486.19376,35.203859054474236
786.0161,45.0
0.050815348,34.57875610187419
96.63202,24.157512203748382
5.8457694,13.736268305622573
16.302118,0.0
11.5868435,45.0
582.0735,66.41262794269497
340.79028,87.82525588538995
21.554577,87.82525588538995
39.231686,26.56505117707799
16.593018,87.82525588538995
8.467396,78.69006752597979
698.3368,71.56505117707799
118.62736,48.731396999160445
1053.3362,33.690067525979785
110.98801,44.25848977750322
202.69101,54.82691202902666
41.991882,65.39533428055009
435.95224,75.96375653207353
264.74542,30.963756532073518
53.414383,30.96375653207352
107.15587,48.88258300921267
280.65656,66.80140948635182
93.37134,66.80140948635182
0.43055785,65.67925593187522
15.427598,64.55710237739862
35.58222,63.43494882292202
104.077675,18.43494882292201
35.72761,49.73116110401281
89.3264,81.02737338510362
143.72028,73.1202063775766
280.3657,65.21303937004957
1.3452235,57.30587236252256
111.96279,49.398705354995535
110.89484,56.309932474020215
25.50926,56.309932474020215
14.464534,45.0
399.9743,39.375
36.75564,33.75
11.914863,28.125
113.25308,22.5
13.687233,16.875
28.376928,11.25
123.60555,5.625
263.1307,0.0
4.558455,0.7848246029918882
100.59972,84.28940686250036
132.3141,45.0
260.72043,59.03624346792648
2.622914,56.77219511083355
2.6354973,54.50814675374062
233.46146,52.244098396647686
129.28609,49.980050039554754
8.635421,47.71600168246182
213.81075,45.45195332536889
151.49788,43.18790496827596
25.150513,40.92385661118303
219.77943,38.659808254090095
50.8352,38.659808254090095
37.63218,40.65325569399089
83.68273,42.64670313389169
6.508702,50.97596648343715
1.6414604,59.30522983298261
218.26001,67.63449318252808
162.77095,75.96375653207353
17.722155,63.30313044339461
81.721565,50.64250435471568
0.10268607,37.981878266036766
56.992687,25.32125217735784
175.54039,12.660626088678917
56.992687,0.0
0.10268607,0.5161642297648366
81.721565,32.9052429229879
17.722155,43.01767263857194
162.77095,53.13010235415598
218.26001,52.19725310436587
1.6414604,51.264403854575754
6.508702,50.33155460478564
83.68273,49.39870535499553
37.63218,85.42607874009914
50.8352,77.66091272167381
219.77943,85.42607874009914
25.150513,71.9507191600661
151.49788,58.47535958003304
213.81075,45.0
8.635421,65.34410125591839
129.28609,54.46232220802562
233.46146,81.86989764584403
2.6354973,53.13010235415598
2.622914,62.59242456218159
260.72043,68.38522105721376
132.3141,86.63353933657021
100.59972,86.17654727549396
4.558455,85.71955521441771
263.1307,85.26256315334145
123.60555,84.8055710922652
28.376928,84.8055710922652
13.687233,51.49934627965457
113.25308,37.874983651098205
11.914863,41.82016988013577
36.75564,47.72631099390627
399.9743,57.89374404488215
14.464534,57.89374404488215
25.50926,44.428750288477836
110.89484,30.96375653207352
111.96279,66.80140948635182
1.3452235,56.59929525682409
280.3657,46.39718102729638
143.72028,66.1247191460725
89.3264,73.94001269283936
35.72761,76.7594800848128
104.077675,70.1182172905433
35.58222,63.476954496273805
15.427598,56.835691702004304
0.43055785,50.19442890773481
93.37134,63.43494882292201
280.65656,32.6805547433634
107.15587,77.9052429229879
53.414383,64.4400348281762
264.74542,77.47119229084849
435.95224,43.46675724943705
41.991882,9.462322208025611
202.69101,11.309932474020215
110.98801,25.955613559512344
1053.3362,40.60129464500447
118.62736,55.66978280449668
698.3368,47.72631099390627
8.467396,39.34503376298989
16.593018,30.96375653207352
39.231686,71.56505117707799
21.554577,75.96375653207353
340.79028,65.72603333942521
582.0735,55.48831014677689
11.5868435,45.250586954128565
16.302118,35.01286376148025
5.8457694,24.77514056883193
96.63202,34.38034472384487
0.050815348,23.82426058289542
786.0161,22.380135051959574
486.19376,22.380135051959574
117.2823,15.494848599138626
71.90791,22.21063721719612
40.916916,28.926425835253614
136.17334,30.30867125905855
19.422184,31.690916682863485
3.9069238,33.07316210666842
2.422108,34.45540753047335
21.793371,35.83765295427829
67.72797,54.16234704572171
39.448463,45.0
2.1379604,38.08877288097531
270.94354,43.99491399474583
910.487,52.1250163489018
671.0795,61.07357416474639
58.460033,69.77514056883193
88.86528,65.63975097529348
0.04107936,61.50436138175502
52.22338,86.26860300083955
88.84876,83.45370921670597
0.22178851,72.03086025984298
0.40691337,83.45370921670597
323.9063,84.37751434970326
74.87686,85.30131948270056
55.37561,86.24827092947402
17.911165,86.24827092947402
48.34083,81.38655556869347
187.31686,76.52484020791292
252.1819,71.66312484713237
165.44548,66.80140948635182
239.45152,62.2628825858871
15.130416,57.724355685422374
279.0981,66.80140948635182
31.835634,51.83565356609792
58.0732,36.86989764584402
306.3691,42.28996588194801
4.9875083,47.71003411805199
19.620687,53.13010235415598
723.108,59.9657559202539
0.0020330525,66.80140948635182
6.691549,86.24827092947402
651.2574,77.9828559202787
566.7707,69.71744091108339
585.80414,71.56505117707799
43.26895,59.7627625979881
456.90637,47.96047401889821
0.07286715,36.15818543980832
98.88201,45.0
22.501785,45.0
33.03104,73.07248693585295
12.488873,45.0
35.61532,54.46232220802562
47.409107,56.256847531004894
5.495728,58.05137285398418
0.75036836,59.84589817696345
164.26215,61.640423499942735
29.375738,63.43494882292201
11.64598,83.6598082540901
17.97854,26.56505117707799
147.08957,26.110789731383104
60.92945,25.65652828568821
0.36130562,25.20226683999332
1.9287391,24.748005394298428
156.36572,24.293743948603538
298.5755,23.839482502908645
251.25327,23.385221057213755
446.573,38.00639020437133
15.864477,52.627559351528895
114.24269,67.24872849868646
55.530468,81.86989764584403
123.210724,27.108122870801772
424.55316,27.512002623851455
37.486973,35.369883996351525
0.78822213,43.2277653688516
355.468,51.08564674135167
21.798527,58.94352811385174
7.5079885,66.80140948635182
100.77641,63.29864533912516
181.77556,59.79588119189851
41.170444,56.29311704467185
539.3945,52.790352897445196
517.67017,49.287588750218546
111.73166,45.78482460299189
106.24663,43.99491399474583
85.69694,43.21008939175393
117.812965,55.8594547411054
150.1642,68.50882009045687
9.521934,81.15818543980834
511.91867,69.30454926593673
249.06114,73.03201467537477
196.55412,76.7594800848128
105.21418,76.7594800848128
2.8328495,85.30131948270056
2.872272,62.59242456218159
236.4134,74.2037542185316
691.0166,85.8150838748816
457.34543,71.0625081744509
614.3147,56.309932474020215
94.7937,57.20218580784315
647.9598,58.094439141666086
1428.8385,58.986692475489015
402.9455,59.87894580931195
5.437534,60.771199143134886
125.84883,61.66345247695782
144.31897,62.55570581078076
637.04614,63.447959144603686
2.3575883,64.34021247842662
650.27783,65.23246581224956
5.0995274,66.1247191460725
40.152046,36.02737338510361
1.9070077,43.15238973400541
212.66664,56.309932474020215
346.01303,50.65496623701011
162.74512,45.0
746.7372,50.19442890773481
66.37738,40.0302592718897
43.788654,80.13419305691563
285.06232,45.0
108.709496,54.7200174140881
99.81752,64.4400348281762
464.26025,32.9052429229879
179.06717,35.54185657361913
280.6913,38.17847022425036
614.0201,40.81508387488159
0.0044293636,58.13402230639632
1508.8616,71.56505117707799
274.83417,72.66472751582688
940.25037,73.76440385457576
156.13776,74.86408019332464
915.03955,75.96375653207353
304.6636,32.9052429229879
6.3037806,83.6598082540901
2181.2078,22.38013505195957
126.53463,23.82426058289542
1970.9111,26.896236965493372
1573.9885,24.775140568831922
568.99963,24.775140568831922
263.5967,31.9543629370514
248.74646,0.0
2527.3198,30.30268072048809
28.925074,28.14160123226172
1.1728679,28.14160123226172
364.45544,21.595310448967684
386.62668,66.80140948635182
267.68942,64.32322162467085
448.79297,61.84503376298989
254.27782,59.366845901308935
1793.8778,56.88865803962797
739.0591,38.08877288097531
1096.1927,43.21008939175393
48.617935,51.48000510720205
604.6074,59.749920822650154
859.9778,68.01983653809826
250.87708,76.28975225354637
104.119156,84.55966796899449
13.904127,89.15747573925958
7027.555,62.59242456218159
107.546425,63.92464441605123
0.035647485,85.73210669970919
12.621348,85.73210669970919
2740.5703,66.1247191460725
0.3640655,87.58049078334368
523.6249,87.06432655357884
