Index, rightLegAngleSignal, leftLegAngleSignal, yPositionOfNoseSignal, xPositionOfRHipSignal, yPositionOfRHipSignal, xPositionOfLHipSignal, yPositionOfLHipSignal, pgram_rightLegAngleSignal, pgram_leftLegAngleSignal, pgram_yPositionOfNoseSignal, pgram_xPositionOfRHipSignal, pgram_yPositionOfRhipSignal, pgram_xPositionOfLHipSignal, pgram_yPositionOfLhipSignal, pgram_all,rightLegAngleSignal_interpolated, leftLegAngleSignal_interpolated, yPositionOfNoseSignal_interpolated, xPositionOfRHipSignal_interpolated, yPositionOfRHipSignal_interpolated, xPositionOfLHipSignal_interpolated, yPositionOfLHipSignal_interpolated
97,60.25511932373047,nan,172.0,212.0,324.0,212.0,340.0,1226.151611328125,440.3048095703125,0.36915451288223267,1873.646728515625,5205.2314453125,909.6177368164062,1416.88134765625,1356.0914306640625,60.25511932373047,35.836307525634766,172.0,212.0,324.0,212.0,340.0
98,60.25511932373047,nan,172.0,212.0,324.0,212.0,340.0,114.60658264160156,24.59883689880371,102.94528198242188,8.192530632019043,435.7250061035156,372.93060302734375,628.8909301757812,1349.073974609375,60.25511932373047,28.818859100341797,172.0,212.0,324.0,212.0,340.0
99,60.25511932373047,21.801408767700195,180.0,212.0,324.0,212.0,340.0,0.009079516865313053,1094.5279541015625,94.08666229248047,32.4474983215332,1852.3267822265625,198.19544982910156,378.2391357421875,1350.0565185546875,60.25511932373047,21.801408767700195,180.0,212.0,324.0,212.0,340.0
100,63.924644470214844,21.801408767700195,nan,220.0,324.0,212.0,340.0,1511.8150634765625,622.078125,149.55209350585938,667.8310546875,3403.091064453125,801.2278442382812,153.53904724121094,1361.72607421875,63.924644470214844,21.801408767700195,180.0,220.0,324.0,212.0,340.0
101,71.56504821777344,48.366458892822266,nan,220.0,324.0,212.0,340.0,144.62353515625,70.79254913330078,3.9692866802215576,475.458984375,650.9485473632812,25.137754440307617,425.3774719238281,1395.9315185546875,71.56504821777344,48.366458892822266,180.0,220.0,324.0,212.0,340.0
102,74.74488067626953,nan,180.0,220.0,332.0,212.0,340.0,195.0806427001953,49.941898345947266,4.940948009490967,137.5883026123047,1838.623046875,65.2104263305664,136.15447998046875,1411.0830078125,74.74488067626953,52.33819580078125,180.0,220.0,332.0,212.0,340.0
103,67.61986541748047,56.309932708740234,188.0,220.0,324.0,212.0,340.0,140.31976318359375,46.62584686279297,10.609179496765137,65.32681274414062,1937.05126953125,1.136549472808838,3027.6083984375,1407.9298095703125,67.61986541748047,56.309932708740234,188.0,220.0,324.0,212.0,340.0
104,70.34617614746094,nan,nan,220.0,332.0,nan,nan,0.26335373520851135,16.91561508178711,0.8897961378097534,697.69873046875,775.0276489257812,87.81187438964844,599.8176879882812,1393.121337890625,70.34617614746094,34.77522659301758,196.0,220.0,332.0,220.0,320.0
105,19.440034866333008,13.240519523620605,nan,220.0,196.0,228.0,300.0,1529.799560546875,66.94380187988281,83.00778198242188,13.217185974121094,16805.669921875,5.274393081665039,1563.406982421875,1180.6805419921875,19.440034866333008,13.240519523620605,204.0,220.0,196.0,228.0,300.0
106,50.194427490234375,90.0,212.0,212.0,324.0,268.0,196.0,461.4972839355469,149.03712463378906,34.994449615478516,0.014978749677538872,8780.6220703125,372.5677490234375,16249.515625,1352.1944580078125,50.194427490234375,90.0,212.0,212.0,324.0,268.0,196.0
