Index, rightLegAngleSignal, leftLegAngleSignal, yPositionOfNoseSignal, xPositionOfRHipSignal, yPositionOfRHipSignal, xPositionOfLHipSignal, yPositionOfLHipSignal, pgram_rightLegAngleSignal, pgram_leftLegAngleSignal, pgram_yPositionOfNoseSignal, pgram_xPositionOfRHipSignal, pgram_yPositionOfRHipSignal, pgram_xPositionOfLHipSignal, pgram_yPositionOfLHipSignal, pgram_all, combined_signal, rightLegAngleSignal_interpolated, leftLegAngleSignal_interpolated, yPositionOfNoseSignal_interpolated, xPositionOfRHipSignal_interpolated, yPositionOfRHipSignal_interpolated, xPositionOfLHipSignal_interpolated, yPositionOfLHipSignal_interpolated
0,,,,,,,,,,,,,,,,,,,,,,,
1,18.434947967529297,nan,nan,180.0,84.0,212.0,180.0,0.2469921112060547,1.7420731782913208,0.002396455267444253,0.009547913447022438,0.4406426250934601,0.4203960597515106,0.08460772037506104,0.9473972320556641,3.4959092140197754,0.2048327624797821,0.5,0.6338028311729431,0.6521739363670349,0.24137930572032928,0.7464788556098938,0.517241358757019
2,13.240519523620605,nan,nan,252.0,252.0,188.0,84.0,0.00015099889424163848,1.405381202697754,0.07036296278238297,0.050350092351436615,0.028255168348550797,0.6487951874732971,0.011338518932461739,1.5050773620605469,3.8214523792266846,0.14711688458919525,0.5,0.6338028311729431,0.9130434989929199,0.7241379022598267,0.6619718074798584,0.24137930572032928
3,74.74488067626953,nan,nan,204.0,220.0,188.0,84.0,0.6588290929794312,1.0745118856430054,1.2494546175003052,0.024625582620501518,0.012373422272503376,0.45452436804771423,0.1002863273024559,1.3093748092651367,4.238967418670654,0.8304986953735352,0.5,0.6338028311729431,0.739130437374115,0.6321839094161987,0.6619718074798584,0.24137930572032928
4,nan,nan,nan,180.0,84.0,204.0,180.0,0.32839933037757874,0.05457225814461708,0.039055075496435165,0.0002774966706056148,0.027488069608807564,0.015910852700471878,0.24977260828018188,1.210654616355896,4.142933368682861,0.88002610206604,0.5,0.6338028311729431,0.6521739363670349,0.24137930572032928,0.7183098793029785,0.517241358757019
5,83.65980529785156,nan,nan,148.0,220.0,164.0,92.0,0.07508376240730286,0.0790441483259201,0.14394021034240723,0.04719248786568642,0.03326111659407616,0.0028929247055202723,0.0011855745688080788,1.244712233543396,4.073604583740234,0.9295533895492554,0.5,0.6338028311729431,0.5362318754196167,0.6321839094161987,0.577464759349823,0.26436781883239746
6,90.0,nan,nan,236.0,324.0,156.0,92.0,0.24916350841522217,0.19235679507255554,0.0017115738010033965,0.0005001421086490154,0.0017454471671953797,0.030979830771684647,0.108718141913414,1.1715322732925415,4.733573913574219,1.0,0.5,0.6338028311729431,0.8550724387168884,0.931034505367279,0.5492957830429077,0.26436781883239746
7,26.565052032470703,nan,nan,252.0,252.0,180.0,92.0,0.033399295061826706,0.41104912757873535,0.5141428709030151,0.01431049033999443,0.02626146748661995,1.8945385818369687e-05,0.030285513028502464,1.646375298500061,3.964322328567505,0.2951672375202179,0.5,0.6338028311729431,0.9130434989929199,0.7241379022598267,0.6338028311729431,0.26436781883239746
8,20.2248592376709,nan,nan,252.0,252.0,180.0,92.0,0.5695477724075317,0.0025444768834859133,0.19725103676319122,0.05467738211154938,0.11075682193040848,0.1791888177394867,0.8794018626213074,1.0661641359329224,3.8938753604888916,0.22472065687179565,0.5,0.6338028311729431,0.9130434989929199,0.7241379022598267,0.6338028311729431,0.26436781883239746
9,nan,nan,nan,180.0,92.0,204.0,180.0,1.1176836490631104,0.19806809723377228,0.36670365929603577,0.05601147934794426,0.04233742877840996,1.8023979464487638e-06,0.6936659216880798,3.0010159015655518,3.489238739013672,0.2033427357673645,0.5,0.6338028311729431,0.6521739363670349,0.26436781883239746,0.7183098793029785,0.517241358757019
10,nan,nan,nan,180.0,92.0,204.0,180.0,0.36274784803390503,0.016770439222455025,0.0005575253744609654,0.0581025704741478,8.019073720788583e-05,0.025409458205103874,0.12417019158601761,3.312206506729126,3.467860698699951,0.18196481466293335,0.5,0.6338028311729431,0.6521739363670349,0.26436781883239746,0.7183098793029785,0.517241358757019
11,nan,nan,nan,180.0,92.0,204.0,180.0,0.0573088675737381,0.12700775265693665,0.008578920736908913,0.005322428420186043,0.04511713981628418,0.0001253928930964321,0.45129311084747314,3.309840202331543,3.4464826583862305,0.1605868935585022,0.5,0.6338028311729431,0.6521739363670349,0.26436781883239746,0.7183098793029785,0.517241358757019
12,12.528807640075684,nan,nan,252.0,252.0,180.0,92.0,0.42612117528915405,0.4162425398826599,0.008940880186855793,0.005185352172702551,0.0601547509431839,0.015277260914444923,0.00024573857081122696,3.3404123783111572,3.808363676071167,0.13920897245407104,0.5,0.6338028311729431,0.9130434989929199,0.7241379022598267,0.6338028311729431,0.26436781883239746
13,75.96375274658203,nan,nan,228.0,324.0,164.0,92.0,0.041783466935157776,1.4835468530654907,0.021174658089876175,0.012844592332839966,0.17794367671012878,8.945906301960349e-05,0.11664771288633347,2.3554539680480957,4.576798439025879,0.8440417051315308,0.5,0.6338028311729431,0.8260869383811951,0.931034505367279,0.577464759349823,0.26436781883239746
14,90.0,nan,nan,228.0,324.0,164.0,92.0,0.33807557821273804,0.02450956217944622,0.02088741585612297,0.013692223466932774,0.0029991050250828266,0.00890386663377285,0.0035168209578841925,2.3885021209716797,4.732756614685059,1.0,0.5,0.6338028311729431,0.8260869383811951,0.931034505367279,0.577464759349823,0.26436781883239746
15,80.53768157958984,nan,nan,164.0,92.0,212.0,164.0,0.4047705829143524,0.5858913660049438,0.21805191040039062,0.006048236042261124,0.4723725914955139,7.188247400335968e-05,0.5995385646820068,0.9661219716072083,4.104979991912842,0.8948631286621094,0.5,0.6338028311729431,0.5942028760910034,0.26436781883239746,0.7464788556098938,0.4712643623352051
